"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"RAB21--SYT10"	"ESCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB22A--MYO9B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB22A--RAB22A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB23--RAB23"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB25--COX6B1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB25--PMF1-BGLAP"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB27A--NEDD4"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB27A--RAB27A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB27A--RNGTT"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB27A--SMPDL3A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB27A--SQRDL"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RAB27B--C6orf145"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB27B--PXDC1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB28--C14orf37"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB28--C20orf72"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB2A--MYH9"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB2A--RAB2A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB2A--TRAPPC9"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB31--BTN2A2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB31--PSMA4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB31--RAB31"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB31--ZEB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB33B--RAB33B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB34--RAB34"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB35--CDK2AP1"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB35--SLC25A36"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB36--TMSB10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB37--CUX1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB37--PDE4D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB37--STAT3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB38--CA10"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB38--SCAMP1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB39--TECTA"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3B--NRD1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3D--TMEM205"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3GAP1--ACMSD"	"BRCA,TGCT"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"RAB3GAP1--CCNT2"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3GAP1--CHMP1A"	"CESC"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"6"
"RAB3GAP1--ILDR2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3GAP1--MAP4K3"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3GAP1--RAB3GAP1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3GAP2--CNIH4"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3GAP2--DLGAP4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3GAP2--RAB3GAP2"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3GAP2--SRGAP2P2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3IL1--NRG1"	"OV,OV"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3IP--CNOT2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3IP--FRS2"	"BRCA,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3IP--MYRFL"	"SARC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB3IP--NUP107"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB3IP--RAB3IP"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB40B--RAB40B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB40C--LOC100506469"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB40C--RAD51B"	"OV"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB42--EHD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB4A--MSN"	"UCEC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB4A--RMI2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB4A--SNRPB"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB4A--WDR47"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB4B--ADCK4"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB5A--PLCL2"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB5A--PRKAB2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB5B--CCNL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB5B--CDH23"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB5B--DGKA"	"UCS,UCS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB5B--RAB5B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB5B--SRRM2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB5C--RAB5C"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB6A--MRPL48"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAB6A--RAB6A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB6B--RAB6B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--CISD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--CSNK2A2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--DICER1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--GATSL1"	"UCS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--IL10RB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--LRRC47"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--PKP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB7A--RABEP1"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAB7A--SAMD12"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB8A--AIM1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB8B--STK19"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAB9A--EGFL6"	"ESCA,LUSC"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"RAB9A--TRAPPC2"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABAC1--SCIMP"	"HNSC"	"167"	"0"	"0"	"0"	"0"	"0"	"0"	"167"
"RABEP1--ASPA"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RABEP1--EIF4G1"	"NA"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"6"
"RABEP1--FAM105B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABEP1--MINK1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABEP1--NUP88"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RABEP1--PIGL"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABEP1--RABEP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABEP1--RORB"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABEPK--RABEPK"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1--MLPH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1--NIPSNAP3A"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1--NIPSNAP3B"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABGAP1--RABGAP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--ACBD6"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--ALB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--CACYBP"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--CD68"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--CLIP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--LGR6"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--OSER1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--RNF212"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGAP1L--UCHL5"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGEF1--FNBP4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGEF1--GNB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGGTB--FOXJ3"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RABGGTB--PCLO"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGGTB--RABGGTB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RABGGTB--SLC44A5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--AIMP2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--PROKR1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--PTPN11"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--RAC1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--RAP1GAP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--TRAF3IP2-AS1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC1--ZNF586"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC2--MCOLN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC2--RAC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAC3--ABCA8"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RACGAP1--CERS5"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RACGAP1--RBM4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD1--CA13"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD1--EHD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD17--ASPH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD17--SEC24A"	"PRAD,PRAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAD18--CD86"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD21--EIF3H"	"UCS"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD21--HK1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD21--RAD21"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD21--ZC4H2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23A--ARF3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23A--CALR"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23A--H19"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23B--GSN"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23B--LOC344887"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD23B--MSMO1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD50--CADPS"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD50--IL5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD50--SLC22A4"	"UCEC,UCEC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD50--TCOF1"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD51--CDCA5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51--HNRNPH1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51AP1--SLCO1C1"	"LUSC,LUSC"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"5"
"RAD51AP1--ST8SIA1"	"LGG,LGG"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAD51B--DACT1"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51B--DCAF5"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51B--FNDC3B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51B--RAD51B"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD51B--RPSAP52"	"uterine Leiomyoma"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51B--UVRAG"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51D--SLCO6A1"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51L3-RFFL--GOLGA6L1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD51L3-RFFL--RFFL"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD52--RIMKLB"	"UCEC,UCEC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAD54B--HNRNPA2B1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54B--MATN2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54L--HGS"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54L--MAST2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54L--VASH2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54L2--ERC2"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAD54L2--PTPRS"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD54L2--STT3B"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAD9A--PPP1CA"	"LUAD"	"53"	"0"	"0"	"0"	"0"	"0"	"0"	"53"
"RAD9B--B2M"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RADIL--SPATA3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RADIL--STXBP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAF1--DNAJC3"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAF1--DNMT1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAF1--EIF3L"	"DLBC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAF1--GXYLT2"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAF1--MSS51"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAF1--TMEM40"	"KIRC,KIRC"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"5"
"RAF1--XPC"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAG2--BACH2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAGE--CINP"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAGE--PRND"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI1--ATP5G1"	"THYM,THYM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI1--GS1-259H13.2"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI1--IFT20"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI1--IGF2BP1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI1--JAZF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI1--MRGPRF"	"LUAD,LUAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAI1--PEMT"	"HNSC,HNSC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RAI1--SQLE"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI1--SREBF1"	"HNSC"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"RAI1--UBB"	"UCS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI14--ASB4"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI14--LAPTM4A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI14--RAI14"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAI14--SLC26A7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAI14--SORBS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALA--FRMD4A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALA--TRIM58"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALB--RALB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALBP1--MIR100HG"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALBP1--RALBP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALBP1--TWSG1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGAPA1--PRRC2B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGAPA1--SLC25A21"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RALGAPA2--CNTFR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGAPB--C20orf152"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RALGAPB--CTNNBL1"	"ESCA,ESCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RALGAPB--EPB41L1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGAPB--KCNB1"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RALGAPB--RPRD1B"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGDS--MAMLD1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGDS--RALGDS"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RALGPS1--FAM125B"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGPS1--TYRP1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGPS2--RALGPS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALGPS2--SLC22A17"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALY--ATRN"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RALY--DEFB123"	"LUAD,LUAD"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"RALY--JUP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALY--KPNB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALY--LOC550643"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RALY--MAP1LC3A"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RALY--RALY"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"RALY--SLC24A3"	"CESC,CESC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RALY-AS1--MAP1LC3A"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RALYL--RALYL"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAMP1--GANAB"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAMP1--PASK"	"THYM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAMP1--RBM44"	"BRCA,COAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RAMP3--RAMP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RAN--CD74"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP1--C22orf43"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP1--MINK1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP1--NUMB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP10--BPIFA1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP10--RRP15"	"BRCA,BRCA"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"RANBP10--SLC12A4"	"BLCA,BLCA"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"RANBP10--SLC7A6"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP17--CCDC99"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP17--GABRP"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP17--KCNIP1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP17--NSD1"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP17--RANBP17"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP2--BMP5"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP2--INPP5B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP2--MAP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP2--RGPD4"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP3--ALDH16A1"	"LGG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP3--MLLT1"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP3--N6AMT2"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP3--PIP5K1C"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANBP3--RFX2"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--ATXN1"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--MUTED"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--RANBP9"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--TPMT"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--TXNDC5"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"RANBP9--ZDHHC7"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANGAP1--CCDC151"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANGAP1--GRID2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"RANGAP1--RANGAP1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"RAP1A--CD2"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
